,%time,field.header.seq,field.header.stamp,field.header.frame_id,field.timestamp_,field.frame_number_,field.left_host_lane_.header.seq,field.left_host_lane_.header.stamp,field.left_host_lane_.header.frame_id,field.left_host_lane_.lane_id_,field.left_host_lane_.lane_track_status_,field.left_host_lane_.lane_exsit_conf_,field.left_host_lane_.lane_type_,field.left_host_lane_.lane_type_conf_,field.left_host_lane_.lane_color_,field.left_host_lane_.line_width_,field.left_host_lane_.coeffA_,field.left_host_lane_.coeffA_std_,field.left_host_lane_.coeffB_,field.left_host_lane_.coeffB_std_,field.left_host_lane_.coeffC_,field.left_host_lane_.coeffC_std_,field.left_host_lane_.coeffD_,field.left_host_lane_.coeffD_std_,field.left_host_lane_.lane_startX_,field.left_host_lane_.lane_startY_,field.left_host_lane_.lane_end_,field.left_host_lane_.lane_total_age_,field.left_host_lane_.lane_init_age_,field.left_host_lane_.lane_measure_age_,field.left_host_lane_.lane_predict_age_,field.left_host_lane_.lane_change_,field.right_host_lane_.header.seq,field.right_host_lane_.header.stamp,field.right_host_lane_.header.frame_id,field.right_host_lane_.lane_id_,field.right_host_lane_.lane_track_status_,field.right_host_lane_.lane_exsit_conf_,field.right_host_lane_.lane_type_,field.right_host_lane_.lane_type_conf_,field.right_host_lane_.lane_color_,field.right_host_lane_.line_width_,field.right_host_lane_.coeffA_,field.right_host_lane_.coeffA_std_,field.right_host_lane_.coeffB_,field.right_host_lane_.coeffB_std_,field.right_host_lane_.coeffC_,field.right_host_lane_.coeffC_std_,field.right_host_lane_.coeffD_,field.right_host_lane_.coeffD_std_,field.right_host_lane_.lane_startX_,field.right_host_lane_.lane_startY_,field.right_host_lane_.lane_end_,field.right_host_lane_.lane_total_age_,field.right_host_lane_.lane_init_age_,field.right_host_lane_.lane_measure_age_,field.right_host_lane_.lane_predict_age_,field.right_host_lane_.lane_change_,field.left_neigbour_lane_.header.seq,field.left_neigbour_lane_.header.stamp,field.left_neigbour_lane_.header.frame_id,field.left_neigbour_lane_.lane_id_,field.left_neigbour_lane_.lane_track_status_,field.left_neigbour_lane_.lane_exsit_conf_,field.left_neigbour_lane_.lane_type_,field.left_neigbour_lane_.lane_type_conf_,field.left_neigbour_lane_.lane_color_,field.left_neigbour_lane_.line_width_,field.left_neigbour_lane_.coeffA_,field.left_neigbour_lane_.coeffA_std_,field.left_neigbour_lane_.coeffB_,field.left_neigbour_lane_.coeffB_std_,field.left_neigbour_lane_.coeffC_,field.left_neigbour_lane_.coeffC_std_,field.left_neigbour_lane_.coeffD_,field.left_neigbour_lane_.coeffD_std_,field.left_neigbour_lane_.lane_startX_,field.left_neigbour_lane_.lane_startY_,field.left_neigbour_lane_.lane_end_,field.left_neigbour_lane_.lane_total_age_,field.left_neigbour_lane_.lane_init_age_,field.left_neigbour_lane_.lane_measure_age_,field.left_neigbour_lane_.lane_predict_age_,field.left_neigbour_lane_.lane_change_,field.right_neigbour_lane_.header.seq,field.right_neigbour_lane_.header.stamp,field.right_neigbour_lane_.header.frame_id,field.right_neigbour_lane_.lane_id_,field.right_neigbour_lane_.lane_track_status_,field.right_neigbour_lane_.lane_exsit_conf_,field.right_neigbour_lane_.lane_type_,field.right_neigbour_lane_.lane_type_conf_,field.right_neigbour_lane_.lane_color_,field.right_neigbour_lane_.line_width_,field.right_neigbour_lane_.coeffA_,field.right_neigbour_lane_.coeffA_std_,field.right_neigbour_lane_.coeffB_,field.right_neigbour_lane_.coeffB_std_,field.right_neigbour_lane_.coeffC_,field.right_neigbour_lane_.coeffC_std_,field.right_neigbour_lane_.coeffD_,field.right_neigbour_lane_.coeffD_std_,field.right_neigbour_lane_.lane_startX_,field.right_neigbour_lane_.lane_startY_,field.right_neigbour_lane_.lane_end_,field.right_neigbour_lane_.lane_total_age_,field.right_neigbour_lane_.lane_init_age_,field.right_neigbour_lane_.lane_measure_age_,field.right_neigbour_lane_.lane_predict_age_,field.right_neigbour_lane_.lane_change_
560,1634697470328847461,21099,1634697393037703720,,0,0,0,0,,125,0,0,1,0,0,0.0,-1.79299998283,0.0,0.0597999989986,0.0,0.00584000023082,0.0,-8.46999955684e-06,0.0,0.0,0.0,33.8199996948,0,0,0,0,0,0,0,,123,0,0,1,0,0,0.0,1.89100003242,0.0,0.00949999969453,0.0,0.00651000021026,0.0,-3.61000002158e-06,0.0,0.0,0.0,35.9599990845,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
560,1634697470328847461,21099,1634697393037703720,,0,0,0,0,,125,0,0,1,0,0,0.0,-1.79299998283,0.0,0.0597999989986,0.0,0.00584000023082,0.0,-8.46999955684e-06,0.0,0.0,0.0,33.8199996948,0,0,0,0,0,0,0,,123,0,0,1,0,0,0.0,1.89100003242,0.0,0.00949999969453,0.0,0.00651000021026,0.0,-3.61000002158e-06,0.0,0.0,0.0,35.9599990845,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
560,1634697470328847461,21099,1634697393037703720,,0,0,0,0,,125,0,0,1,0,0,0.0,-1.79299998283,0.0,0.0597999989986,0.0,0.00584000023082,0.0,-8.46999955684e-06,0.0,0.0,0.0,33.8199996948,0,0,0,0,0,0,0,,123,0,0,1,0,0,0.0,1.89100003242,0.0,0.00949999969453,0.0,0.00651000021026,0.0,-3.61000002158e-06,0.0,0.0,0.0,35.9599990845,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
560,1634697470328847461,21099,1634697393037703720,,0,0,0,0,,125,0,0,1,0,0,0.0,-1.79299998283,0.0,0.0597999989986,0.0,0.00584000023082,0.0,-8.46999955684e-06,0.0,0.0,0.0,33.8199996948,0,0,0,0,0,0,0,,123,0,0,1,0,0,0.0,1.89100003242,0.0,0.00949999969453,0.0,0.00651000021026,0.0,-3.61000002158e-06,0.0,0.0,0.0,35.9599990845,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
560,1634697470328847461,21099,1634697393037703720,,0,0,0,0,,125,0,0,1,0,0,0.0,-1.79299998283,0.0,0.0597999989986,0.0,0.00584000023082,0.0,-8.46999955684e-06,0.0,0.0,0.0,33.8199996948,0,0,0,0,0,0,0,,123,0,0,1,0,0,0.0,1.89100003242,0.0,0.00949999969453,0.0,0.00651000021026,0.0,-3.61000002158e-06,0.0,0.0,0.0,35.9599990845,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
560,1634697470328847461,21099,1634697393037703720,,0,0,0,0,,125,0,0,1,0,0,0.0,-1.79299998283,0.0,0.0597999989986,0.0,0.00584000023082,0.0,-8.46999955684e-06,0.0,0.0,0.0,33.8199996948,0,0,0,0,0,0,0,,123,0,0,1,0,0,0.0,1.89100003242,0.0,0.00949999969453,0.0,0.00651000021026,0.0,-3.61000002158e-06,0.0,0.0,0.0,35.9599990845,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
560,1634697470328847461,21099,1634697393037703720,,0,0,0,0,,125,0,0,1,0,0,0.0,-1.79299998283,0.0,0.0597999989986,0.0,0.00584000023082,0.0,-8.46999955684e-06,0.0,0.0,0.0,33.8199996948,0,0,0,0,0,0,0,,123,0,0,1,0,0,0.0,1.89100003242,0.0,0.00949999969453,0.0,0.00651000021026,0.0,-3.61000002158e-06,0.0,0.0,0.0,35.9599990845,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
560,1634697470328847461,21099,1634697393037703720,,0,0,0,0,,125,0,0,1,0,0,0.0,-1.79299998283,0.0,0.0597999989986,0.0,0.00584000023082,0.0,-8.46999955684e-06,0.0,0.0,0.0,33.8199996948,0,0,0,0,0,0,0,,123,0,0,1,0,0,0.0,1.89100003242,0.0,0.00949999969453,0.0,0.00651000021026,0.0,-3.61000002158e-06,0.0,0.0,0.0,35.9599990845,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
560,1634697470328847461,21099,1634697393037703720,,0,0,0,0,,125,0,0,1,0,0,0.0,-1.79299998283,0.0,0.0597999989986,0.0,0.00584000023082,0.0,-8.46999955684e-06,0.0,0.0,0.0,33.8199996948,0,0,0,0,0,0,0,,123,0,0,1,0,0,0.0,1.89100003242,0.0,0.00949999969453,0.0,0.00651000021026,0.0,-3.61000002158e-06,0.0,0.0,0.0,35.9599990845,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
560,1634697470328847461,21099,1634697393037703720,,0,0,0,0,,125,0,0,1,0,0,0.0,-1.79299998283,0.0,0.0597999989986,0.0,0.00584000023082,0.0,-8.46999955684e-06,0.0,0.0,0.0,33.8199996948,0,0,0,0,0,0,0,,123,0,0,1,0,0,0.0,1.89100003242,0.0,0.00949999969453,0.0,0.00651000021026,0.0,-3.61000002158e-06,0.0,0.0,0.0,35.9599990845,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
560,1634697470328847461,21099,1634697393037703720,,0,0,0,0,,125,0,0,1,0,0,0.0,-1.79299998283,0.0,0.0597999989986,0.0,0.00584000023082,0.0,-8.46999955684e-06,0.0,0.0,0.0,33.8199996948,0,0,0,0,0,0,0,,123,0,0,1,0,0,0.0,1.89100003242,0.0,0.00949999969453,0.0,0.00651000021026,0.0,-3.61000002158e-06,0.0,0.0,0.0,35.9599990845,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
560,1634697470328847461,21099,1634697393037703720,,0,0,0,0,,125,0,0,1,0,0,0.0,-1.79299998283,0.0,0.0597999989986,0.0,0.00584000023082,0.0,-8.46999955684e-06,0.0,0.0,0.0,33.8199996948,0,0,0,0,0,0,0,,123,0,0,1,0,0,0.0,1.89100003242,0.0,0.00949999969453,0.0,0.00651000021026,0.0,-3.61000002158e-06,0.0,0.0,0.0,35.9599990845,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
560,1634697470328847461,21099,1634697393037703720,,0,0,0,0,,125,0,0,1,0,0,0.0,-1.79299998283,0.0,0.0597999989986,0.0,0.00584000023082,0.0,-8.46999955684e-06,0.0,0.0,0.0,33.8199996948,0,0,0,0,0,0,0,,123,0,0,1,0,0,0.0,1.89100003242,0.0,0.00949999969453,0.0,0.00651000021026,0.0,-3.61000002158e-06,0.0,0.0,0.0,35.9599990845,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
560,1634697470328847461,21099,1634697393037703720,,0,0,0,0,,125,0,0,1,0,0,0.0,-1.79299998283,0.0,0.0597999989986,0.0,0.00584000023082,0.0,-8.46999955684e-06,0.0,0.0,0.0,33.8199996948,0,0,0,0,0,0,0,,123,0,0,1,0,0,0.0,1.89100003242,0.0,0.00949999969453,0.0,0.00651000021026,0.0,-3.61000002158e-06,0.0,0.0,0.0,35.9599990845,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
560,1634697470328847461,21099,1634697393037703720,,0,0,0,0,,125,0,0,1,0,0,0.0,-1.79299998283,0.0,0.0597999989986,0.0,0.00584000023082,0.0,-8.46999955684e-06,0.0,0.0,0.0,33.8199996948,0,0,0,0,0,0,0,,123,0,0,1,0,0,0.0,1.89100003242,0.0,0.00949999969453,0.0,0.00651000021026,0.0,-3.61000002158e-06,0.0,0.0,0.0,35.9599990845,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
560,1634697470328847461,21099,1634697393037703720,,0,0,0,0,,125,0,0,1,0,0,0.0,-1.79299998283,0.0,0.0597999989986,0.0,0.00584000023082,0.0,-8.46999955684e-06,0.0,0.0,0.0,33.8199996948,0,0,0,0,0,0,0,,123,0,0,1,0,0,0.0,1.89100003242,0.0,0.00949999969453,0.0,0.00651000021026,0.0,-3.61000002158e-06,0.0,0.0,0.0,35.9599990845,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
560,1634697470328847461,21099,1634697393037703720,,0,0,0,0,,125,0,0,1,0,0,0.0,-1.79299998283,0.0,0.0597999989986,0.0,0.00584000023082,0.0,-8.46999955684e-06,0.0,0.0,0.0,33.8199996948,0,0,0,0,0,0,0,,123,0,0,1,0,0,0.0,1.89100003242,0.0,0.00949999969453,0.0,0.00651000021026,0.0,-3.61000002158e-06,0.0,0.0,0.0,35.9599990845,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
560,1634697470328847461,21099,1634697393037703720,,0,0,0,0,,125,0,0,1,0,0,0.0,-1.79299998283,0.0,0.0597999989986,0.0,0.00584000023082,0.0,-8.46999955684e-06,0.0,0.0,0.0,33.8199996948,0,0,0,0,0,0,0,,123,0,0,1,0,0,0.0,1.89100003242,0.0,0.00949999969453,0.0,0.00651000021026,0.0,-3.61000002158e-06,0.0,0.0,0.0,35.9599990845,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
560,1634697470328847461,21099,1634697393037703720,,0,0,0,0,,125,0,0,1,0,0,0.0,-1.79299998283,0.0,0.0597999989986,0.0,0.00584000023082,0.0,-8.46999955684e-06,0.0,0.0,0.0,33.8199996948,0,0,0,0,0,0,0,,123,0,0,1,0,0,0.0,1.89100003242,0.0,0.00949999969453,0.0,0.00651000021026,0.0,-3.61000002158e-06,0.0,0.0,0.0,35.9599990845,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
560,1634697470328847461,21099,1634697393037703720,,0,0,0,0,,125,0,0,1,0,0,0.0,-1.79299998283,0.0,0.0597999989986,0.0,0.00584000023082,0.0,-8.46999955684e-06,0.0,0.0,0.0,33.8199996948,0,0,0,0,0,0,0,,123,0,0,1,0,0,0.0,1.89100003242,0.0,0.00949999969453,0.0,0.00651000021026,0.0,-3.61000002158e-06,0.0,0.0,0.0,35.9599990845,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
560,1634697470328847461,21099,1634697393037703720,,0,0,0,0,,125,0,0,1,0,0,0.0,-1.79299998283,0.0,0.0597999989986,0.0,0.00584000023082,0.0,-8.46999955684e-06,0.0,0.0,0.0,33.8199996948,0,0,0,0,0,0,0,,123,0,0,1,0,0,0.0,1.89100003242,0.0,0.00949999969453,0.0,0.00651000021026,0.0,-3.61000002158e-06,0.0,0.0,0.0,35.9599990845,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
560,1634697470328847461,21099,1634697393037703720,,0,0,0,0,,125,0,0,1,0,0,0.0,-1.79299998283,0.0,0.0597999989986,0.0,0.00584000023082,0.0,-8.46999955684e-06,0.0,0.0,0.0,33.8199996948,0,0,0,0,0,0,0,,123,0,0,1,0,0,0.0,1.89100003242,0.0,0.00949999969453,0.0,0.00651000021026,0.0,-3.61000002158e-06,0.0,0.0,0.0,35.9599990845,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
560,1634697470328847461,21099,1634697393037703720,,0,0,0,0,,125,0,0,1,0,0,0.0,-1.79299998283,0.0,0.0597999989986,0.0,0.00584000023082,0.0,-8.46999955684e-06,0.0,0.0,0.0,33.8199996948,0,0,0,0,0,0,0,,123,0,0,1,0,0,0.0,1.89100003242,0.0,0.00949999969453,0.0,0.00651000021026,0.0,-3.61000002158e-06,0.0,0.0,0.0,35.9599990845,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
560,1634697470328847461,21099,1634697393037703720,,0,0,0,0,,125,0,0,1,0,0,0.0,-1.79299998283,0.0,0.0597999989986,0.0,0.00584000023082,0.0,-8.46999955684e-06,0.0,0.0,0.0,33.8199996948,0,0,0,0,0,0,0,,123,0,0,1,0,0,0.0,1.89100003242,0.0,0.00949999969453,0.0,0.00651000021026,0.0,-3.61000002158e-06,0.0,0.0,0.0,35.9599990845,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
560,1634697470328847461,21099,1634697393037703720,,0,0,0,0,,125,0,0,1,0,0,0.0,-1.79299998283,0.0,0.0597999989986,0.0,0.00584000023082,0.0,-8.46999955684e-06,0.0,0.0,0.0,33.8199996948,0,0,0,0,0,0,0,,123,0,0,1,0,0,0.0,1.89100003242,0.0,0.00949999969453,0.0,0.00651000021026,0.0,-3.61000002158e-06,0.0,0.0,0.0,35.9599990845,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
560,1634697470328847461,21099,1634697393037703720,,0,0,0,0,,125,0,0,1,0,0,0.0,-1.79299998283,0.0,0.0597999989986,0.0,0.00584000023082,0.0,-8.46999955684e-06,0.0,0.0,0.0,33.8199996948,0,0,0,0,0,0,0,,123,0,0,1,0,0,0.0,1.89100003242,0.0,0.00949999969453,0.0,0.00651000021026,0.0,-3.61000002158e-06,0.0,0.0,0.0,35.9599990845,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
560,1634697470328847461,21099,1634697393037703720,,0,0,0,0,,125,0,0,1,0,0,0.0,-1.79299998283,0.0,0.0597999989986,0.0,0.00584000023082,0.0,-8.46999955684e-06,0.0,0.0,0.0,33.8199996948,0,0,0,0,0,0,0,,123,0,0,1,0,0,0.0,1.89100003242,0.0,0.00949999969453,0.0,0.00651000021026,0.0,-3.61000002158e-06,0.0,0.0,0.0,35.9599990845,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
560,1634697470328847461,21099,1634697393037703720,,0,0,0,0,,125,0,0,1,0,0,0.0,-1.79299998283,0.0,0.0597999989986,0.0,0.00584000023082,0.0,-8.46999955684e-06,0.0,0.0,0.0,33.8199996948,0,0,0,0,0,0,0,,123,0,0,1,0,0,0.0,1.89100003242,0.0,0.00949999969453,0.0,0.00651000021026,0.0,-3.61000002158e-06,0.0,0.0,0.0,35.9599990845,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
560,1634697470328847461,21099,1634697393037703720,,0,0,0,0,,125,0,0,1,0,0,0.0,-1.79299998283,0.0,0.0597999989986,0.0,0.00584000023082,0.0,-8.46999955684e-06,0.0,0.0,0.0,33.8199996948,0,0,0,0,0,0,0,,123,0,0,1,0,0,0.0,1.89100003242,0.0,0.00949999969453,0.0,0.00651000021026,0.0,-3.61000002158e-06,0.0,0.0,0.0,35.9599990845,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
560,1634697470328847461,21099,1634697393037703720,,0,0,0,0,,125,0,0,1,0,0,0.0,-1.79299998283,0.0,0.0597999989986,0.0,0.00584000023082,0.0,-8.46999955684e-06,0.0,0.0,0.0,33.8199996948,0,0,0,0,0,0,0,,123,0,0,1,0,0,0.0,1.89100003242,0.0,0.00949999969453,0.0,0.00651000021026,0.0,-3.61000002158e-06,0.0,0.0,0.0,35.9599990845,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
560,1634697470328847461,21099,1634697393037703720,,0,0,0,0,,125,0,0,1,0,0,0.0,-1.79299998283,0.0,0.0597999989986,0.0,0.00584000023082,0.0,-8.46999955684e-06,0.0,0.0,0.0,33.8199996948,0,0,0,0,0,0,0,,123,0,0,1,0,0,0.0,1.89100003242,0.0,0.00949999969453,0.0,0.00651000021026,0.0,-3.61000002158e-06,0.0,0.0,0.0,35.9599990845,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
560,1634697470328847461,21099,1634697393037703720,,0,0,0,0,,125,0,0,1,0,0,0.0,-1.79299998283,0.0,0.0597999989986,0.0,0.00584000023082,0.0,-8.46999955684e-06,0.0,0.0,0.0,33.8199996948,0,0,0,0,0,0,0,,123,0,0,1,0,0,0.0,1.89100003242,0.0,0.00949999969453,0.0,0.00651000021026,0.0,-3.61000002158e-06,0.0,0.0,0.0,35.9599990845,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
